no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category,cluster_id
2,1,0,6200000,23400000,8,10000000,10800000,21800000,9200000,1,3.774193548387097,51800000,2.213675213675214,1,2
4,0,0,1600000,5100000,8,2400000,800000,5100000,1900000,1,3.1875,10200000,2.0,2,0
1,0,1,1300000,5000000,20,900000,800000,3900000,1600000,0,3.8461538461538463,7200000,1.44,0,0
5,0,1,7300000,22500000,2,9800000,4700000,20300000,5700000,1,3.0821917808219177,40500000,1.8,2,1
2,0,0,2100000,5000000,4,700000,600000,6600000,3100000,0,2.380952380952381,11000000,2.2,1,0
5,0,0,600000,2400000,18,600000,300000,2100000,900000,1,4.0,3900000,1.625,1,0
4,1,0,7000000,24500000,18,4300000,1700000,16300000,3600000,0,3.5,25900000,1.0571428571428572,0,1
1,0,1,3000000,6800000,10,5800000,5700000,10700000,2900000,0,2.2666666666666666,25100000,3.691176470588236,1,0
1,1,0,900000,2900000,20,0,1500000,3500000,800000,1,3.2222222222222223,5800000,2.0,2,0
2,1,0,9600000,35000000,2,12600000,6500000,37900000,5800000,1,3.6458333333333335,62800000,1.7942857142857145,2,2
0,1,0,1500000,3600000,14,200000,1400000,3000000,1200000,1,2.4,5800000,1.6111111111111112,2,0
0,1,1,5000000,18900000,6,4300000,8500000,19600000,6700000,1,3.78,39100000,2.068783068783069,1,1
3,1,1,500000,1700000,4,400000,700000,1300000,200000,1,3.4,2600000,1.5294117647058822,1,0
4,0,0,7600000,28100000,12,12500000,8500000,19900000,11100000,0,3.697368421052632,52000000,1.8505338078291813,0,2
4,1,0,5500000,21200000,20,4200000,5300000,18600000,6400000,0,3.8545454545454554,34500000,1.6273584905660377,0,1
0,0,1,6600000,23300000,12,2400000,800000,18900000,9300000,0,3.5303030303030303,31400000,1.3476394849785407,0,1
0,1,0,1400000,3200000,14,3100000,800000,3400000,2000000,0,2.2857142857142856,9300000,2.90625,0,0
5,0,1,8800000,26600000,16,19100000,16600000,30400000,7600000,0,3.022727272727273,73700000,2.7706766917293235,1,2
5,0,0,6200000,24200000,18,10200000,7800000,19600000,8300000,1,3.903225806451613,45900000,1.896694214876033,1,2
2,1,1,8300000,27900000,18,12600000,3500000,19100000,9200000,1,3.36144578313253,44400000,1.5913978494623655,2,2
3,0,0,2400000,8100000,6,5100000,2900000,9100000,2300000,1,3.375,19400000,2.3950617283950617,1,0
1,1,0,9100000,31200000,4,12800000,11700000,31100000,7800000,1,3.4285714285714284,63400000,2.032051282051282,1,2
0,0,1,9500000,34900000,4,800000,14100000,25600000,14000000,1,3.673684210526316,54500000,1.5616045845272206,1,2
1,1,0,1200000,3400000,20,3100000,1500000,2500000,900000,1,2.833333333333333,8000000,2.3529411764705883,2,0
2,1,1,7700000,19300000,8,1200000,1900000,23800000,10400000,1,2.5064935064935066,37300000,1.932642487046632,2,1
5,1,1,7800000,22000000,20,5800000,8800000,24700000,4900000,0,2.8205128205128207,44200000,2.0090909090909093,1,1
0,1,1,9400000,20000000,4,3300000,1400000,37200000,4700000,0,2.127659574468085,46600000,2.33,0,1
0,0,0,1700000,5700000,12,3400000,1100000,6500000,900000,0,3.3529411764705883,11900000,2.087719298245614,0,0
5,1,0,4000000,13700000,6,-100000,1400000,15800000,3700000,0,3.425,20800000,1.5182481751824817,0,1
4,0,0,4200000,15500000,18,7300000,700000,13400000,2200000,1,3.690476190476191,23600000,1.5225806451612902,2,1
2,1,0,2400000,7700000,6,6000000,1700000,6700000,1600000,1,3.208333333333333,16000000,2.0779220779220777,2,0
3,0,1,2700000,6100000,14,3900000,2800000,10600000,2300000,1,2.259259259259259,19600000,3.2131147540983607,1,0
3,0,1,600000,1800000,4,1400000,300000,1700000,400000,1,3.0,3800000,2.111111111111111,2,0
2,1,0,4600000,15600000,2,7700000,1500000,16000000,5800000,1,3.391304347826087,31000000,1.9871794871794872,2,1
3,1,0,7200000,17700000,4,13100000,11500000,16300000,5300000,1,2.458333333333333,46200000,2.610169491525424,1,2
0,0,0,4700000,15500000,16,12800000,200000,17500000,2700000,0,3.297872340425532,33200000,2.141935483870968,0,1
4,0,0,4300000,10100000,2,9900000,1800000,8900000,5500000,1,2.3488372093023258,26100000,2.584158415841584,1,1
5,1,0,4700000,10200000,16,10800000,7700000,11100000,7000000,1,2.1702127659574466,36600000,3.588235294117647,2,1
4,0,1,8700000,30000000,4,17600000,15600000,34600000,12100000,1,3.4482758620689653,79900000,2.6633333333333336,0,2
1,1,0,7000000,20500000,10,19700000,7500000,20700000,5100000,0,2.9285714285714284,53000000,2.5853658536585367,0,2
2,0,0,600000,1100000,10,1200000,200000,2300000,900000,1,1.8333333333333333,4600000,4.181818181818182,2,0
1,0,0,6800000,16900000,12,13800000,10200000,23400000,4400000,1,2.485294117647059,51800000,3.06508875739645,2,2
1,0,0,6400000,14100000,20,11700000,4500000,20000000,3600000,1,2.203125,39800000,2.8226950354609928,1,1
4,0,0,7600000,29900000,18,4800000,13900000,18400000,5700000,0,3.934210526315789,42800000,1.431438127090301,0,2
3,0,0,9000000,21400000,8,16400000,7300000,31800000,12500000,0,2.3777777777777778,68000000,3.177570093457944,0,2
0,1,1,2400000,5900000,10,5100000,3700000,5300000,2300000,1,2.458333333333333,16400000,2.7796610169491527,1,0
3,0,0,6800000,17900000,6,20000000,9800000,23600000,5500000,1,2.6323529411764706,58900000,3.2905027932960893,2,2
5,1,1,3500000,13500000,10,3100000,5700000,12500000,3100000,0,3.857142857142857,24400000,1.8074074074074076,1,1
4,1,1,8900000,34000000,20,13500000,3100000,33600000,12800000,0,3.820224719101124,63000000,1.8529411764705883,0,2
0,0,0,6000000,15300000,8,8900000,1700000,16400000,3500000,1,2.55,30500000,1.9934640522875815,2,1
3,0,0,700000,2500000,14,1600000,1000000,2100000,900000,1,3.571428571428572,5600000,2.24,2,0
0,0,1,6800000,17300000,18,10500000,8600000,16000000,8700000,1,2.544117647058824,43800000,2.531791907514451,2,2
4,0,1,5300000,10700000,12,15800000,1900000,20500000,2900000,1,2.018867924528302,41100000,3.841121495327103,1,1
1,1,1,1400000,4200000,4,2800000,1200000,5100000,1300000,1,3.0,10400000,2.4761904761904763,2,0
2,1,1,1400000,4600000,4,1900000,2200000,5200000,700000,1,3.2857142857142856,10000000,2.1739130434782608,2,0
4,0,0,9200000,21700000,6,22700000,4600000,29400000,8600000,1,2.358695652173913,65300000,3.009216589861752,1,2
1,1,1,7900000,29200000,2,19600000,12100000,28600000,10100000,1,3.6962025316455698,70400000,2.410958904109589,1,2
0,0,0,4500000,17500000,10,10300000,3500000,9700000,6200000,0,3.888888888888889,29700000,1.697142857142857,0,1
1,0,0,3800000,9800000,8,100000,5100000,14200000,1800000,0,2.5789473684210527,21200000,2.163265306122449,0,0
5,1,1,1500000,4900000,6,3400000,1000000,3200000,900000,1,3.2666666666666666,8500000,1.7346938775510203,1,0
3,0,0,1200000,2400000,12,3000000,100000,3100000,1700000,0,2.0,7900000,3.2916666666666665,0,0
4,0,0,1700000,4900000,18,4800000,2200000,6200000,1800000,1,2.8823529411764706,15000000,3.061224489795918,2,0
4,1,0,5200000,14100000,16,11800000,800000,19200000,2700000,0,2.7115384615384617,34500000,2.4468085106382977,0,1
1,0,0,1600000,5100000,12,2200000,2700000,3600000,800000,0,3.1875,9300000,1.8235294117647056,1,0
4,1,1,6600000,16000000,16,6500000,12600000,24700000,4500000,0,2.4242424242424243,48300000,3.01875,0,2
5,0,1,9400000,26600000,20,10200000,12600000,36900000,11700000,1,2.8297872340425534,71400000,2.6842105263157894,2,2
4,1,1,300000,500000,2,600000,100000,1200000,400000,0,1.6666666666666667,2300000,4.6,0,0
5,0,0,4600000,11500000,16,6500000,3100000,10200000,5500000,1,2.5,25300000,2.2,1,1
3,0,1,6100000,21300000,2,7100000,3100000,16300000,4100000,1,3.4918032786885247,30600000,1.4366197183098592,0,1
0,0,1,1500000,4100000,12,3600000,1600000,5800000,1300000,1,2.7333333333333334,12300000,3.0,2,0
0,1,1,400000,900000,2,-100000,500000,1300000,400000,1,2.25,2100000,2.333333333333333,2,0
0,0,0,8700000,33600000,14,7100000,13700000,22800000,7000000,1,3.8620689655172415,50600000,1.505952380952381,2,2
3,0,0,7000000,21600000,12,1600000,7600000,24500000,8400000,1,3.085714285714286,42100000,1.9490740740740744,2,1
4,1,0,4700000,13100000,14,1000000,4500000,14100000,6400000,0,2.7872340425531914,26000000,1.984732824427481,0,1
4,0,1,7600000,23800000,16,3700000,4500000,15400000,6400000,1,3.131578947368421,30000000,1.2605042016806722,2,1
1,0,1,9200000,24500000,4,25700000,0,20600000,13300000,0,2.6630434782608696,59600000,2.4326530612244897,1,2
5,0,0,9400000,36800000,20,13900000,16600000,19300000,8900000,1,3.914893617021277,58700000,1.5951086956521738,2,2
0,1,0,4800000,15100000,6,1300000,300000,18800000,3500000,1,3.145833333333333,23900000,1.5827814569536425,2,1
3,0,1,600000,2400000,12,600000,800000,1400000,600000,1,4.0,3400000,1.4166666666666667,2,0
3,1,1,4900000,14300000,14,10300000,5600000,17400000,5100000,0,2.9183673469387754,38400000,2.685314685314685,0,1
3,1,1,3300000,8500000,12,7500000,5100000,7800000,3900000,1,2.575757575757576,24300000,2.8588235294117648,1,0
3,1,1,9100000,18800000,20,14500000,10200000,20500000,4800000,0,2.065934065934066,50000000,2.6595744680851063,0,2
5,1,0,6100000,23500000,16,300000,700000,22800000,4800000,0,3.8524590163934422,28600000,1.2170212765957449,0,1
3,1,1,8400000,19600000,2,21500000,200000,18700000,8300000,1,2.333333333333333,48700000,2.4846938775510203,2,2
4,1,0,7900000,31400000,8,16500000,11400000,28700000,5100000,1,3.974683544303797,61700000,1.964968152866242,1,2
2,0,1,6100000,22300000,10,12100000,9700000,17200000,5600000,1,3.6557377049180326,44600000,2.0,2,1
3,0,1,2000000,4200000,16,1700000,3900000,5800000,1300000,1,2.1,12700000,3.023809523809524,1,0
3,1,1,9900000,29900000,20,10500000,9100000,27100000,7400000,0,3.0202020202020203,54100000,1.8093645484949832,0,2
2,0,0,9500000,25400000,16,19000000,2900000,33800000,11400000,0,2.673684210526316,67100000,2.641732283464567,0,2
4,1,1,1900000,6800000,6,3600000,2200000,6200000,1200000,1,3.5789473684210527,13200000,1.9411764705882355,1,0
4,1,1,6900000,21400000,10,12500000,2200000,14900000,6300000,1,3.101449275362319,35900000,1.6775700934579438,1,1
2,0,1,1500000,5000000,4,4400000,1300000,5200000,2100000,1,3.333333333333333,13000000,2.6,1,0
4,0,0,1900000,3800000,20,1000000,600000,6100000,1500000,1,2.0,9200000,2.421052631578948,2,0
0,1,1,2300000,6000000,8,5500000,2900000,6000000,2000000,1,2.608695652173913,16400000,2.7333333333333334,1,0
2,0,0,7800000,17100000,14,19000000,7200000,19300000,7100000,0,2.1923076923076925,52600000,3.076023391812865,0,2
4,0,0,400000,1000000,10,0,300000,900000,300000,0,2.5,1500000,1.5,0,0
0,1,1,9400000,19200000,20,21200000,16300000,23400000,13200000,1,2.042553191489361,74100000,3.859375,2,2
2,1,0,9100000,21700000,12,25500000,11000000,34700000,12200000,0,2.3846153846153846,83400000,3.8433179723502304,1,2
1,1,1,9000000,18800000,8,4100000,9400000,22900000,7500000,1,2.088888888888889,43900000,2.3351063829787235,2,2
4,0,0,7100000,14300000,14,13700000,10400000,18200000,6100000,0,2.014084507042253,48400000,3.3846153846153846,1,2
3,1,0,800000,2500000,12,1700000,0,1500000,700000,1,3.125,3900000,1.56,2,0
0,1,1,4500000,9600000,14,3200000,7700000,11000000,3600000,0,2.1333333333333333,25500000,2.65625,0,1
5,1,0,8500000,25400000,4,8500000,1200000,30600000,9000000,0,2.988235294117647,49300000,1.940944881889764,0,2
3,0,1,2500000,9800000,16,4700000,3200000,5800000,1300000,0,3.92,15000000,1.530612244897959,0,0
2,1,0,1500000,3300000,18,800000,2300000,3000000,1800000,0,2.2,7900000,2.393939393939394,0,0
0,0,0,6200000,17300000,8,3700000,3900000,13600000,3300000,1,2.790322580645161,24500000,1.416184971098266,1,1
1,0,1,1300000,2900000,6,2900000,300000,2900000,1400000,0,2.230769230769231,7500000,2.586206896551724,0,0
5,0,0,6600000,25800000,10,4600000,7200000,20600000,8500000,1,3.909090909090909,40900000,1.5852713178294573,1,1
0,1,1,5300000,13700000,6,8800000,7600000,11200000,2800000,0,2.5849056603773586,30400000,2.218978102189781,0,1
5,0,0,1400000,3000000,6,3500000,2700000,5300000,1400000,1,2.142857142857143,12900000,4.3,2,0
2,0,1,2900000,7800000,18,400000,100000,11600000,4200000,1,2.689655172413793,16300000,2.08974358974359,1,0
3,0,0,6500000,16500000,4,5300000,800000,18500000,7600000,1,2.5384615384615383,32200000,1.9515151515151516,1,1
3,1,0,8300000,18900000,4,20200000,9700000,21300000,8200000,0,2.27710843373494,59400000,3.142857142857143,0,2
2,0,1,8900000,32200000,12,0,11300000,20500000,5400000,0,3.617977528089888,37200000,1.15527950310559,0,1
3,1,0,5300000,15000000,6,7000000,4100000,17100000,5300000,1,2.830188679245283,33500000,2.2333333333333334,2,1
0,1,0,2800000,7300000,6,3500000,2200000,5700000,3200000,1,2.607142857142857,14600000,2.0,1,0
1,0,0,8000000,27800000,6,6000000,12600000,22500000,9900000,1,3.475,51000000,1.8345323741007196,1,2
3,0,0,3900000,10500000,20,1600000,6300000,11000000,3900000,1,2.6923076923076925,22800000,2.1714285714285717,2,1
0,1,0,6200000,20100000,20,9300000,5900000,17400000,4100000,0,3.2419354838709675,36700000,1.8258706467661687,0,1
3,0,1,5900000,19200000,10,9500000,500000,18300000,4700000,0,3.254237288135593,33000000,1.71875,0,1
1,1,1,6000000,23300000,12,2000000,11300000,19600000,6400000,1,3.883333333333333,39300000,1.6866952789699572,1,1
3,0,1,9100000,29300000,2,19000000,5100000,31600000,11900000,1,3.21978021978022,67600000,2.3071672354948807,1,2
5,1,1,3400000,12300000,10,7000000,1600000,11400000,3500000,1,3.6176470588235294,23500000,1.910569105691057,1,1
1,1,1,1800000,4400000,8,3200000,2500000,3800000,1600000,1,2.4444444444444446,11100000,2.522727272727273,1,0
1,1,0,300000,1200000,18,100000,0,700000,200000,0,4.0,1000000,0.8333333333333334,2,0
1,1,1,9000000,22800000,10,0,15600000,32000000,4700000,0,2.533333333333333,52300000,2.293859649122807,0,2
1,1,0,6400000,16900000,2,6300000,7300000,15900000,7400000,1,2.640625,36900000,2.1834319526627217,2,1
5,0,0,5800000,22200000,16,1200000,4800000,19500000,8500000,1,3.827586206896552,34000000,1.5315315315315314,2,1
5,1,1,2600000,8600000,18,1000000,100000,7800000,2600000,1,3.3076923076923075,11500000,1.337209302325581,1,0
4,0,0,6600000,17300000,14,16700000,1400000,17500000,3900000,1,2.621212121212121,39500000,2.2832369942196533,2,1
2,0,0,6100000,21800000,4,9800000,100000,20200000,5800000,1,3.5737704918032787,35900000,1.646788990825688,0,1
2,0,0,4100000,11100000,8,800000,3100000,10100000,3400000,0,2.707317073170732,17400000,1.5675675675675675,0,0
3,0,1,300000,1000000,12,600000,400000,700000,300000,0,3.333333333333333,2000000,2.0,0,0
4,1,0,4700000,10400000,6,6800000,8600000,14300000,5400000,0,2.2127659574468086,35100000,3.375,0,1
4,1,1,1500000,5800000,2,2400000,1600000,3300000,1400000,1,3.8666666666666663,8700000,1.5,0,0
5,0,0,2700000,8300000,8,4600000,1300000,6800000,3300000,1,3.074074074074074,16000000,1.927710843373494,2,0
2,1,0,6900000,20900000,2,18700000,10700000,26900000,9200000,1,3.028985507246377,65500000,3.1339712918660285,0,2
0,1,0,7600000,28700000,6,11000000,13200000,24600000,3800000,0,3.776315789473684,52600000,1.8327526132404184,0,2
1,1,0,4100000,10000000,6,4900000,300000,12600000,3600000,1,2.4390243902439024,21400000,2.14,2,0
3,0,0,4100000,12200000,2,700000,500000,14100000,4900000,0,2.975609756097561,20200000,1.6557377049180328,0,1
4,0,0,1600000,3200000,16,200000,100000,5700000,1200000,1,2.0,7200000,2.25,1,0
2,0,1,400000,1400000,2,200000,700000,1600000,200000,1,3.5,2700000,1.9285714285714288,0,0
5,1,1,4400000,17300000,20,3600000,5100000,12900000,2300000,1,3.9318181818181817,23900000,1.3815028901734103,2,1
2,0,1,3800000,8000000,12,6000000,600000,8400000,1900000,1,2.1052631578947367,16900000,2.1125,2,0
0,0,0,4300000,17000000,8,4100000,6600000,17100000,3900000,1,3.953488372093023,31700000,1.8647058823529408,1,1
1,1,1,9000000,33500000,2,7900000,9800000,25700000,11500000,1,3.7222222222222223,54900000,1.6388059701492537,2,2
3,0,1,9500000,25500000,12,27000000,14100000,21600000,8900000,1,2.6842105263157894,71600000,2.8078431372549018,2,2
2,1,1,6900000,13900000,8,14300000,8100000,22400000,4600000,1,2.0144927536231885,49400000,3.553956834532374,2,2
3,0,0,4300000,11100000,6,4800000,3800000,10100000,3300000,0,2.581395348837209,22000000,1.981981981981982,0,1
3,0,0,6600000,21400000,10,15200000,6000000,20300000,5200000,0,3.242424242424242,46700000,2.182242990654206,0,1
1,1,1,5200000,14300000,18,5400000,2300000,17600000,3600000,1,2.75,28900000,2.020979020979021,1,1
3,1,1,400000,1100000,6,100000,300000,1400000,100000,1,2.75,1900000,1.7272727272727273,2,0
4,0,0,1300000,4100000,18,2800000,500000,3800000,600000,1,3.1538461538461537,7700000,1.8780487804878048,2,0
5,0,0,9700000,28400000,4,5300000,12000000,24400000,10000000,0,2.927835051546392,51700000,1.8204225352112675,0,2
2,1,1,5400000,10900000,14,1300000,6000000,20400000,5600000,1,2.0185185185185186,33300000,3.055045871559633,2,1
4,0,0,1200000,3300000,12,400000,100000,3800000,1000000,1,2.75,5300000,1.606060606060606,2,0
0,1,1,7000000,26400000,14,14300000,0,13900000,5300000,1,3.7714285714285714,33500000,1.268939393939394,1,1
5,1,0,7600000,26000000,6,12900000,2400000,25500000,10900000,1,3.421052631578948,51700000,1.9884615384615385,2,2
5,1,1,700000,1800000,14,200000,400000,1900000,400000,1,2.571428571428572,2900000,1.6111111111111112,1,0
3,1,1,7500000,25100000,18,12500000,7900000,28500000,4700000,1,3.3466666666666667,53600000,2.135458167330677,1,2
0,0,1,2300000,6200000,8,6800000,1700000,8800000,1500000,1,2.6956521739130435,18800000,3.032258064516129,2,0
5,0,1,5600000,11500000,4,9500000,7100000,11700000,7800000,1,2.0535714285714284,36100000,3.139130434782609,1,1
0,0,1,5400000,10900000,20,3700000,500000,21000000,4800000,0,2.0185185185185186,30000000,2.7522935779816518,0,1
1,0,1,1800000,5500000,10,5000000,1500000,5900000,1600000,0,3.055555555555556,14000000,2.5454545454545454,0,0
0,0,0,2900000,6900000,10,5100000,500000,7700000,1500000,0,2.3793103448275863,14800000,2.1449275362318843,0,0
3,0,1,1400000,4600000,8,1500000,1200000,2700000,2000000,0,3.2857142857142856,7400000,1.608695652173913,1,0
2,1,0,2800000,11000000,16,8200000,1800000,5800000,2400000,0,3.928571428571429,18200000,1.6545454545454543,1,0
0,0,1,3300000,13100000,12,4800000,4900000,7500000,4300000,1,3.9696969696969697,21500000,1.6412213740458017,2,0
0,0,0,7000000,25300000,14,15100000,10400000,14300000,6700000,1,3.6142857142857134,46500000,1.8379446640316208,1,2
1,0,0,3900000,15100000,12,10600000,5100000,11100000,3800000,0,3.871794871794872,30600000,2.0264900662251657,1,1
1,0,0,5700000,17200000,4,4300000,7000000,21400000,3000000,1,3.017543859649123,35700000,2.0755813953488373,1,1
0,1,0,4100000,9200000,4,3400000,6300000,10400000,4900000,1,2.2439024390243905,25000000,2.717391304347826,1,1
1,1,1,2200000,8700000,20,1000000,4000000,8200000,2600000,0,3.954545454545455,15800000,1.8160919540229885,1,0
5,0,0,2200000,7200000,10,2700000,300000,7500000,1600000,0,3.272727272727273,12100000,1.6805555555555556,1,0
3,0,1,2500000,7700000,16,2000000,3600000,5600000,3200000,0,3.08,14400000,1.87012987012987,0,0
0,0,1,900000,2100000,6,100000,1700000,2100000,700000,0,2.333333333333333,4600000,2.1904761904761907,1,0
1,0,0,2900000,7400000,10,400000,1200000,10100000,3300000,1,2.5517241379310347,15000000,2.027027027027027,2,0
2,0,0,9800000,22900000,10,1300000,10300000,27200000,14000000,1,2.336734693877551,52800000,2.305676855895197,2,2
2,0,0,5200000,14800000,12,11500000,5200000,18100000,4100000,1,2.8461538461538463,38900000,2.6283783783783785,1,1
1,1,1,8600000,19600000,16,14800000,3000000,21000000,5300000,0,2.2790697674418605,44100000,2.25,0,1
2,1,1,4800000,13200000,20,11800000,4600000,12900000,4200000,0,2.75,33500000,2.537878787878788,0,1
0,1,0,2000000,4700000,6,2900000,1800000,6700000,1700000,1,2.35,13100000,2.7872340425531914,2,0
0,1,0,3600000,8700000,10,6300000,1000000,8600000,3300000,0,2.4166666666666665,19200000,2.206896551724138,0,0
3,0,1,5300000,19600000,2,14700000,9900000,10800000,3000000,1,3.69811320754717,38400000,1.959183673469388,0,1
1,0,1,400000,1300000,18,100000,0,1500000,600000,1,3.25,2200000,1.6923076923076923,2,0
