no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
2,1,1,900000,2500000,16,458,0,100000,3200000,1100000,0,2.7777777777777777,4400000,1.76,0
4,1,0,2000000,7500000,14,857,4300000,1500000,4200000,2100000,1,3.75,12100000,1.6133333333333333,2
2,1,1,2000000,7600000,16,429,5300000,3100000,5800000,2200000,0,3.8,16400000,2.1578947368421053,0
3,0,0,4100000,15900000,12,538,3900000,800000,8800000,5700000,0,3.8780487804878048,19200000,1.2075471698113207,1
1,0,0,6900000,14400000,10,828,4600000,13000000,26700000,9000000,1,2.0869565217391304,53300000,3.701388888888889,2
5,1,1,2300000,6100000,6,339,5100000,2500000,8300000,2400000,0,2.652173913043478,18300000,3.0,0
5,1,1,5800000,16600000,18,376,2500000,7500000,21100000,2800000,0,2.8620689655172415,33900000,2.0421686746987953,0
5,0,0,8000000,30000000,14,549,14800000,200000,17300000,7000000,0,3.75,39300000,1.31,1
3,0,1,3700000,12700000,18,587,11000000,3100000,8800000,4100000,1,3.4324324324324325,27000000,2.125984251968504,1
0,0,0,2600000,8400000,18,861,0,3500000,6200000,3800000,1,3.230769230769231,13500000,1.6071428571428572,2
0,0,0,3000000,7000000,12,409,6400000,4900000,8000000,3500000,0,2.3333333333333335,22800000,3.257142857142857,0
4,1,0,2700000,10200000,4,528,7800000,2200000,10000000,1600000,1,3.7777777777777777,21600000,2.1176470588235294,1
4,0,0,5700000,19600000,8,691,8800000,2200000,12100000,3000000,1,3.43859649122807,26100000,1.3316326530612246,1
2,1,0,1500000,3600000,4,584,3900000,1300000,4800000,1700000,1,2.4,11700000,3.25,1
5,0,0,6800000,20000000,4,459,14500000,3000000,25000000,4900000,0,2.9411764705882355,47400000,2.37,0
1,1,1,8100000,31700000,10,755,0,12700000,30100000,4700000,1,3.9135802469135803,47500000,1.498422712933754,2
3,0,1,9200000,27700000,20,688,4800000,16300000,25800000,11200000,1,3.010869565217391,58100000,2.0974729241877257,1
1,0,1,7600000,26000000,6,384,2600000,1200000,20000000,7900000,0,3.4210526315789473,31700000,1.2192307692307693,0
4,1,0,600000,1600000,20,869,1400000,1000000,1700000,200000,1,2.6666666666666665,4300000,2.6875,2
1,0,1,4700000,18700000,20,445,2100000,0,11100000,4000000,0,3.978723404255319,17200000,0.9197860962566845,0
0,1,0,1400000,5500000,6,393,500000,1500000,5400000,1800000,0,3.9285714285714284,9200000,1.6727272727272726,0
3,1,1,9400000,24600000,10,414,8800000,13400000,23800000,5600000,0,2.617021276595745,51600000,2.097560975609756,0
2,1,0,9700000,19900000,16,395,2800000,13700000,37000000,10800000,0,2.051546391752577,64300000,3.2311557788944723,0
3,0,1,8900000,21000000,14,815,200000,10800000,21600000,6400000,1,2.359550561797753,39000000,1.8571428571428572,2
5,1,0,4600000,10500000,8,758,3900000,4300000,15800000,2900000,1,2.282608695652174,26900000,2.5619047619047617,2
5,0,1,5600000,14500000,10,457,6900000,7800000,20600000,4600000,0,2.5892857142857144,39900000,2.7517241379310344,0
0,1,1,1000000,3200000,10,854,2600000,800000,2900000,1200000,1,3.2,7500000,2.34375,2
3,1,0,3500000,10300000,16,324,2400000,900000,12600000,2400000,0,2.942857142857143,18300000,1.7766990291262137,0
0,0,0,7900000,31500000,14,849,19400000,10300000,26600000,10600000,1,3.9873417721518987,66900000,2.123809523809524,2
3,1,1,6100000,24200000,12,672,300000,11100000,23500000,5000000,1,3.9672131147540983,39900000,1.6487603305785123,1
3,0,1,8900000,20900000,6,859,9600000,16500000,29300000,11100000,1,2.348314606741573,66500000,3.1818181818181817,2
4,1,0,5300000,15400000,8,584,5100000,1700000,14000000,5000000,1,2.9056603773584904,25800000,1.6753246753246753,1
5,0,0,1300000,4800000,4,346,3200000,1600000,3400000,1600000,1,3.6923076923076925,9800000,2.0416666666666665,0
3,1,0,4000000,12800000,18,635,6000000,7000000,12900000,4200000,1,3.2,30100000,2.3515625,1
2,0,0,8700000,22700000,4,365,8200000,14800000,30200000,7200000,0,2.6091954022988504,60400000,2.66079295154185,0
1,0,0,9500000,20000000,16,856,24900000,0,35700000,6200000,1,2.1052631578947367,66800000,3.34,2
5,1,1,9000000,20000000,2,440,17100000,1000000,28500000,7600000,0,2.2222222222222223,54200000,2.71,0
0,1,1,7300000,23300000,2,616,15700000,5900000,25800000,4100000,1,3.191780821917808,51500000,2.2103004291845494,1
3,1,1,7400000,25700000,2,461,5700000,2900000,15100000,5100000,1,3.472972972972973,28800000,1.1206225680933852,0
5,0,0,3100000,10800000,10,681,5100000,1700000,7400000,1500000,1,3.4838709677419355,15700000,1.4537037037037037,1
2,1,0,4300000,9400000,2,485,11000000,8100000,11000000,2200000,0,2.186046511627907,32300000,3.4361702127659575,0
1,1,1,2400000,8300000,6,684,5500000,3500000,5300000,2300000,1,3.4583333333333335,16600000,2.0,1
1,1,0,5400000,17900000,14,727,13100000,0,12300000,4700000,1,3.314814814814815,30100000,1.681564245810056,2
2,0,0,1600000,5100000,6,784,1400000,2400000,4500000,1400000,1,3.1875,9700000,1.9019607843137254,2
3,0,1,9900000,20400000,4,865,26300000,3600000,36500000,12800000,1,2.0606060606060606,79200000,3.8823529411764706,2
3,0,0,5800000,20100000,18,791,1400000,10800000,16300000,5600000,1,3.4655172413793105,34100000,1.6965174129353233,2
4,0,0,2200000,8500000,16,866,4000000,1900000,6800000,2800000,1,3.8636363636363638,15500000,1.8235294117647058,2
0,1,0,5000000,14400000,2,761,0,7300000,12600000,4500000,1,2.88,24400000,1.6944444444444444,2
2,0,1,600000,2100000,18,572,400000,500000,1400000,300000,1,3.5,2600000,1.2380952380952381,1
4,1,0,2200000,8600000,6,601,2700000,2900000,6700000,3300000,1,3.909090909090909,15600000,1.813953488372093,1
1,1,1,2600000,5500000,14,820,2700000,2400000,9300000,2000000,1,2.1153846153846154,16400000,2.981818181818182,2
4,0,0,1200000,4300000,8,598,1600000,1800000,3200000,1300000,1,3.5833333333333335,7900000,1.8372093023255813,1
2,1,0,3100000,8700000,18,544,5300000,1100000,12200000,1500000,0,2.806451612903226,20100000,2.310344827586207,1
5,0,1,4600000,14500000,14,561,2300000,6200000,10200000,5800000,1,3.152173913043478,24500000,1.6896551724137931,1
4,1,1,9300000,35500000,6,547,2800000,17800000,27000000,13900000,0,3.817204301075269,61500000,1.732394366197183,1
4,1,0,6300000,13400000,2,504,10500000,10900000,14500000,9400000,0,2.126984126984127,45300000,3.3805970149253732,1
2,0,0,5900000,20800000,14,530,7100000,5800000,13100000,8800000,0,3.5254237288135593,34800000,1.6730769230769231,1
2,1,1,2900000,10600000,6,614,1000000,300000,7600000,3600000,1,3.6551724137931036,12500000,1.179245283018868,1
4,0,0,6100000,22400000,18,351,11800000,5000000,24400000,4800000,0,3.6721311475409837,46000000,2.0535714285714284,0
4,1,1,5900000,19700000,10,431,3300000,9200000,22700000,5300000,0,3.3389830508474576,40500000,2.0558375634517767,0
1,0,1,4600000,18400000,10,403,200000,8800000,17300000,2900000,0,4.0,29200000,1.5869565217391304,0
2,0,0,7000000,20200000,8,668,16600000,5000000,26100000,9100000,1,2.8857142857142857,56800000,2.8118811881188117,1
3,0,1,5100000,10400000,18,399,8000000,4300000,20100000,4600000,0,2.0392156862745097,37000000,3.5576923076923075,0
1,1,0,3100000,10600000,14,665,6200000,800000,9500000,3900000,1,3.4193548387096775,20400000,1.9245283018867925,1
2,1,0,4100000,12800000,16,344,10300000,7000000,15800000,4100000,0,3.1219512195121952,37200000,2.90625,0
0,1,0,1800000,5400000,16,555,3900000,2900000,5100000,1700000,1,3.0,13600000,2.5185185185185186,1
4,0,1,8200000,26900000,20,301,23800000,13600000,31000000,9900000,0,3.2804878048780486,78300000,2.9107806691449816,0
2,0,1,800000,2100000,6,726,2000000,0,2600000,600000,1,2.625,5200000,2.4761904761904763,2
2,1,0,8400000,23100000,6,689,5700000,2500000,18900000,11900000,1,2.75,39000000,1.6883116883116882,1
0,0,0,8500000,33900000,4,665,8500000,12800000,17900000,4500000,1,3.988235294117647,43700000,1.289085545722714,1
3,0,1,3300000,12700000,16,608,3600000,6200000,12600000,4500000,1,3.8484848484848486,26900000,2.1181102362204722,1
3,0,0,5800000,12800000,20,335,4400000,3000000,15300000,8000000,0,2.206896551724138,30700000,2.3984375,0
3,0,0,4400000,10500000,18,677,100000,2000000,12100000,5000000,1,2.3863636363636362,19200000,1.8285714285714285,1
1,0,0,2600000,8500000,2,491,1700000,1800000,5300000,2600000,1,3.269230769230769,11400000,1.3411764705882352,0
2,0,1,9600000,28100000,20,763,23000000,11800000,27500000,10300000,1,2.9270833333333335,72600000,2.583629893238434,2
5,0,1,5200000,18100000,8,809,2400000,6900000,14000000,5500000,1,3.480769230769231,28800000,1.591160220994475,2
5,0,1,9700000,36400000,16,544,3500000,15000000,31300000,5200000,0,3.752577319587629,55000000,1.510989010989011,1
1,1,1,200000,800000,14,624,600000,0,600000,0,1,4.0,1200000,1.5,1
3,1,0,6500000,16800000,10,388,9500000,800000,14900000,7200000,0,2.5846153846153848,32400000,1.9285714285714286,0
4,1,1,7200000,23100000,14,644,13300000,3500000,18300000,4200000,1,3.2083333333333335,39300000,1.7012987012987013,1
0,0,0,5200000,18400000,14,600,7300000,9700000,16500000,3600000,1,3.5384615384615383,37100000,2.016304347826087,1
2,0,0,6500000,14100000,2,709,1000000,12700000,20900000,4000000,1,2.169230769230769,38600000,2.7375886524822697,2
5,1,1,2300000,5600000,8,642,2600000,1900000,8600000,2500000,1,2.4347826086956523,15600000,2.7857142857142856,1
0,0,1,3300000,10400000,4,423,7400000,4700000,11600000,3200000,1,3.1515151515151514,26900000,2.5865384615384617,0
0,0,1,2000000,5900000,12,900,3800000,2400000,7100000,3000000,1,2.95,16300000,2.76271186440678,2
2,1,1,8300000,19500000,4,415,2300000,9400000,21700000,8600000,0,2.3493975903614457,42000000,2.1538461538461537,0
4,1,1,3800000,14300000,4,645,1300000,1100000,10900000,4600000,1,3.763157894736842,17900000,1.2517482517482517,1
0,0,0,5700000,15600000,16,742,700000,5800000,11400000,6800000,1,2.736842105263158,24700000,1.5833333333333333,2
4,0,0,7300000,19800000,8,724,5500000,6000000,29000000,10300000,1,2.712328767123288,50800000,2.5656565656565657,2
1,1,0,1600000,5400000,12,707,600000,1700000,6200000,800000,1,3.375,9300000,1.7222222222222223,2
5,0,1,800000,2500000,4,780,500000,900000,1700000,400000,1,3.125,3500000,1.4,2
4,0,0,6300000,21900000,10,538,9600000,5400000,19300000,7800000,0,3.4761904761904763,42100000,1.9223744292237444,1
2,1,0,8800000,17700000,14,706,22900000,4300000,30300000,9200000,1,2.0113636363636362,66700000,3.768361581920904,2
0,1,0,7300000,14500000,16,811,1000000,12400000,16100000,9600000,1,1.9863013698630136,39100000,2.696551724137931,2
2,1,1,3800000,9100000,14,849,6300000,2400000,9500000,2500000,1,2.3947368421052633,20700000,2.2747252747252746,2
3,1,0,6200000,16700000,10,880,15800000,8200000,20100000,9100000,1,2.693548387096774,53200000,3.18562874251497,2
5,0,1,3500000,9500000,4,664,9500000,500000,7800000,5200000,1,2.7142857142857144,23000000,2.4210526315789473,1
5,1,1,1400000,5000000,2,465,0,2600000,5300000,1500000,1,3.5714285714285716,9400000,1.88,0
3,0,1,3500000,12000000,2,786,600000,6400000,10700000,1700000,1,3.4285714285714284,19400000,1.6166666666666667,2
1,1,1,600000,2000000,10,326,400000,1000000,2400000,700000,0,3.3333333333333335,4500000,2.25,0
0,0,0,4100000,10800000,16,399,5900000,7600000,12700000,5300000,0,2.6341463414634148,31500000,2.9166666666666665,0
2,0,1,5400000,11500000,6,841,6800000,100000,11100000,6600000,1,2.1296296296296298,24600000,2.139130434782609,2
2,0,1,2000000,6700000,14,638,4900000,200000,4900000,2300000,1,3.35,12300000,1.835820895522388,1
4,1,1,3500000,8900000,4,478,4000000,3900000,11300000,3800000,0,2.5428571428571427,23000000,2.5842696629213484,0
0,1,1,8300000,30000000,4,600,14600000,12500000,24800000,12000000,1,3.6144578313253013,63900000,2.13,1
0,1,1,6700000,15600000,16,768,300000,1800000,26000000,3800000,1,2.328358208955224,31900000,2.0448717948717947,2
0,0,0,1900000,6500000,10,523,2400000,1100000,6200000,1100000,0,3.4210526315789473,10800000,1.6615384615384616,1
2,1,1,6500000,20900000,14,327,8200000,100000,22800000,4700000,0,3.2153846153846155,35800000,1.7129186602870814,0
1,1,1,600000,1800000,8,799,1000000,700000,2200000,800000,1,3.0,4700000,2.611111111111111,2
5,1,0,7000000,23000000,18,803,18700000,6300000,27800000,4100000,1,3.2857142857142856,56900000,2.473913043478261,2
2,1,0,7700000,15400000,18,524,12900000,5100000,21000000,6600000,0,2.0,45600000,2.961038961038961,1
1,1,0,2600000,6600000,6,506,2300000,1900000,9600000,2100000,0,2.5384615384615383,15900000,2.409090909090909,1
1,1,0,9200000,18800000,2,351,22400000,2200000,31500000,13000000,0,2.0434782608695654,69100000,3.675531914893617,0
2,1,1,1800000,4200000,8,648,1200000,3100000,6200000,1600000,1,2.3333333333333335,12100000,2.880952380952381,1
1,0,0,4900000,18500000,4,612,6100000,5900000,16400000,2900000,1,3.7755102040816326,31300000,1.691891891891892,1
1,1,0,5700000,12400000,14,396,5400000,7500000,17600000,5600000,0,2.175438596491228,36100000,2.911290322580645,0
3,0,0,300000,800000,2,458,500000,0,1100000,200000,0,2.6666666666666665,1800000,2.25,0
3,1,1,1700000,3400000,6,488,100000,500000,4500000,1600000,0,2.0,6700000,1.9705882352941178,0
4,1,0,7000000,18900000,6,475,1300000,6100000,14700000,5200000,0,2.7,27300000,1.4444444444444444,0
1,0,0,2200000,7000000,18,417,2000000,3900000,6500000,1900000,0,3.1818181818181817,14300000,2.0428571428571427,0
2,0,0,6800000,18700000,8,781,17600000,900000,23700000,5400000,1,2.75,47600000,2.5454545454545454,2
1,0,1,2400000,6200000,12,337,3400000,2100000,9400000,2300000,0,2.5833333333333335,17200000,2.774193548387097,0
0,0,1,600000,1800000,12,511,300000,200000,2200000,400000,0,3.0,3100000,1.7222222222222223,1
4,1,0,6200000,17300000,6,837,12600000,3700000,24700000,4600000,1,2.7903225806451615,45600000,2.6358381502890174,2
1,0,0,7600000,24600000,12,810,1300000,10500000,30300000,5200000,1,3.236842105263158,47300000,1.9227642276422765,2
2,0,0,4800000,10600000,8,588,3700000,5200000,15000000,4500000,1,2.2083333333333335,28400000,2.6792452830188678,1
5,1,0,4200000,9200000,12,870,3200000,2400000,12300000,5700000,1,2.1904761904761907,23600000,2.5652173913043477,2
0,0,1,7200000,20700000,10,733,15600000,12000000,19200000,9900000,1,2.875,56700000,2.739130434782609,2
5,0,1,6400000,20300000,16,348,10000000,10900000,20400000,6900000,0,3.171875,48200000,2.374384236453202,0
0,0,1,8900000,23000000,12,741,5600000,11200000,27100000,7100000,1,2.5842696629213484,51000000,2.217391304347826,2
3,0,0,5100000,14500000,12,306,700000,8800000,11600000,2900000,0,2.843137254901961,24000000,1.6551724137931034,0
2,1,1,6300000,19500000,18,428,15900000,7200000,19900000,6500000,0,3.0952380952380953,49500000,2.5384615384615383,0
3,1,0,6600000,22100000,4,455,3800000,3000000,25100000,7400000,1,3.3484848484848486,39300000,1.7782805429864252,0
1,0,1,4800000,14700000,2,356,7100000,8800000,13400000,5500000,1,3.0625,34800000,2.36734693877551,0
0,1,0,200000,400000,4,594,500000,0,400000,100000,1,2.0,1000000,2.5,1
0,0,1,7500000,25800000,18,844,9100000,600000,18600000,6500000,1,3.44,34800000,1.3488372093023255,2
4,1,0,9000000,34700000,4,771,4800000,9500000,34100000,7700000,1,3.8555555555555556,56100000,1.61671469740634,2
2,1,0,5400000,12500000,4,622,14400000,2900000,11800000,5400000,1,2.314814814814815,34500000,2.76,1
1,0,1,1700000,4500000,20,480,200000,600000,5400000,1900000,0,2.6470588235294117,8100000,1.8,0
4,1,0,4300000,11500000,20,337,11100000,6000000,17000000,5200000,0,2.6744186046511627,39300000,3.417391304347826,0
1,1,0,5200000,11200000,6,698,14100000,7600000,18800000,2700000,1,2.1538461538461537,43200000,3.857142857142857,1
4,0,0,4400000,17000000,18,302,1000000,2100000,14000000,5700000,0,3.8636363636363638,22800000,1.3411764705882352,0
1,0,1,3900000,7800000,14,349,11200000,500000,11800000,3600000,0,2.0,27100000,3.4743589743589745,0
0,1,0,1100000,3300000,10,482,2800000,300000,2900000,1600000,0,3.0,7600000,2.303030303030303,0
2,1,0,2500000,8200000,10,429,1500000,4100000,5900000,2200000,0,3.28,13700000,1.670731707317073,0
4,1,0,500000,1300000,8,471,500000,300000,1500000,700000,0,2.6,3000000,2.3076923076923075,0
0,1,1,9000000,32400000,10,895,16800000,5800000,20700000,9500000,1,3.6,52800000,1.6296296296296295,2
1,0,1,5100000,20300000,18,757,11800000,3400000,13400000,3200000,1,3.980392156862745,31800000,1.5665024630541873,2
2,1,0,5200000,13500000,2,777,7000000,5200000,15500000,6100000,1,2.5961538461538463,33800000,2.5037037037037035,2
5,0,1,4400000,8900000,4,761,8100000,1000000,14200000,3000000,1,2.022727272727273,26300000,2.955056179775281,2
1,1,0,1900000,4200000,12,821,5200000,1500000,5000000,2700000,1,2.210526315789474,14400000,3.4285714285714284,2
4,0,1,9200000,26500000,6,662,1000000,400000,26900000,5300000,1,2.880434782608696,33600000,1.2679245283018867,1
2,0,1,4800000,16500000,10,350,2000000,6500000,11400000,2900000,0,3.4375,22800000,1.3818181818181818,0
4,0,0,4900000,10700000,20,321,1200000,400000,11100000,6500000,0,2.183673469387755,19200000,1.794392523364486,0
3,1,1,4800000,10100000,4,368,9100000,5100000,16500000,3500000,0,2.1041666666666665,34200000,3.386138613861386,0
4,1,0,9300000,24900000,14,455,27600000,4700000,35100000,13900000,0,2.6774193548387095,81300000,3.2650602409638556,0
5,0,1,7500000,24600000,8,744,1600000,3600000,16700000,9300000,1,3.28,31200000,1.2682926829268293,2
1,1,0,5900000,16800000,4,806,11200000,9700000,22800000,7100000,1,2.847457627118644,50800000,3.0238095238095237,2
0,1,0,9400000,27900000,6,456,21400000,18500000,35600000,7800000,0,2.9680851063829787,83300000,2.985663082437276,0
5,1,0,5300000,13400000,8,719,1600000,200000,11400000,5300000,1,2.5283018867924527,18500000,1.3805970149253732,2
4,1,0,3700000,9000000,18,668,7800000,1600000,13400000,3100000,1,2.4324324324324325,25900000,2.8777777777777778,1
0,1,1,2500000,5800000,18,494,5100000,4400000,8500000,2300000,0,2.32,20300000,3.5,0
4,0,0,2800000,10800000,2,841,700000,2600000,7100000,4100000,1,3.857142857142857,14500000,1.3425925925925926,2
0,1,1,5400000,21400000,8,721,8200000,6400000,16700000,7400000,1,3.962962962962963,38700000,1.808411214953271,2
5,1,0,3100000,9400000,10,414,200000,5300000,8000000,2800000,0,3.032258064516129,16300000,1.7340425531914894,0
5,0,0,4800000,15500000,10,812,9500000,1500000,17800000,3500000,1,3.2291666666666665,32300000,2.0838709677419356,2
1,0,0,8800000,17500000,20,832,1800000,3600000,24000000,7400000,1,1.9886363636363635,36800000,2.1028571428571428,2
2,1,0,4100000,14900000,12,571,0,5200000,13000000,3400000,1,3.6341463414634148,21600000,1.4496644295302012,1
5,0,0,9700000,37000000,14,459,28700000,17900000,22800000,5600000,0,3.814432989690722,75000000,2.027027027027027,0
2,1,1,6400000,24100000,6,592,2500000,6300000,20200000,6000000,1,3.765625,35000000,1.4522821576763485,1
5,1,0,3400000,13100000,20,527,900000,4500000,8600000,4000000,0,3.8529411764705883,18000000,1.3740458015267176,1
4,0,0,3500000,10200000,12,333,7600000,6400000,8100000,3400000,0,2.914285714285714,25500000,2.5,0
3,0,0,3200000,10000000,18,532,3300000,100000,9800000,2100000,0,3.125,15300000,1.53,1
2,1,1,4900000,13100000,18,754,8200000,3300000,16500000,7200000,1,2.673469387755102,35200000,2.687022900763359,2
0,1,1,1300000,4800000,4,835,500000,100000,3300000,800000,0,3.6923076923076925,4700000,0.9791666666666666,2
4,1,0,2500000,5400000,10,592,3400000,1500000,9900000,2900000,1,2.16,17700000,3.2777777777777777,1
0,1,0,7500000,27300000,20,553,11600000,2800000,26200000,6100000,1,3.64,46700000,1.7106227106227105,1
2,1,0,700000,2000000,8,806,1900000,1100000,2200000,400000,1,2.857142857142857,5600000,2.8,2
4,1,1,8200000,28500000,2,378,6800000,11200000,26400000,11500000,1,3.475609756097561,55900000,1.96140350877193,0
